,0,1,2
0,19.53855225220817,6.239585642295135,1.43045582383115
1,21.41582925695894,5.40631988598182,1.2948616349060629
2,19.945367559958992,5.5253428539132035,1.519628777497825
3,21.346140198907538,6.565279866531331,1.4124038658617766
4,21.427832352209098,6.224007510157199,1.5559342047917466
5,22.101045377088,5.234817870399949,1.4141187199543428
6,23.14388153837028,6.463446593935216,1.4363163316832372
7,23.110980097159842,5.6904340866131555,1.5055106814704453
8,24.08876305761759,6.207986316979295,1.4037004526081338
9,24.131129415304233,5.966404431161988,1.5162698164881603
0,19.53832974656545,6.2312112524746155,1.4214188927370133
1,20.799706892627192,5.582425872020264,1.3832103153652262
2,19.945367559958992,5.5253428539132035,1.519628777497825
3,21.427912447039606,6.541694755576928,1.409057801756724
4,21.44591207166581,6.219668928372908,1.5526627240890587
5,22.101045377088,5.234817870399949,1.4141187199543428
6,23.14388153837028,6.463446593935216,1.4363163316832372
7,23.110980097159842,5.6904340866131555,1.5055106814704453
8,24.112078192313305,6.194337305596093,1.3949308855987756
9,24.12715456935786,5.972425249059624,1.5208632420260324
0,19.53832974656545,6.2312112524746155,1.4214188927370133
1,20.364204115647393,5.801239873540612,1.4752177716759036
2,19.945367559958992,5.5253428539132035,1.519628777497825
3,21.427912447039606,6.541694755576928,1.409057801756724
4,21.424611529653287,6.219187312948556,1.5515856038522529
5,22.176589393645934,5.232795997241445,1.4121563878706969
6,23.037620711893386,6.499292208129672,1.4475602725313415
7,23.110980097159842,5.6904340866131555,1.5055106814704453
8,24.011437066894374,6.233239721423502,1.4123430285368008
9,23.98923074824188,5.982436605168204,1.5261473358342503
0,19.33742836021277,6.303536039448695,1.4544347751575337
1,19.987260159591475,5.871806546337371,1.5249998382431003
2,19.945367559958992,5.5253428539132035,1.519628777497825
3,21.565843069777085,6.512717601205754,1.4007241278874172
4,21.352748827678244,6.261440288765032,1.6231098881283283
5,22.176589393645934,5.232795997241445,1.4121563878706969
6,23.07788930568373,6.490508287361472,1.4507127693179875
7,22.96225622374545,5.715266352301714,1.5367130454441909
8,23.766624868577175,6.343620202759118,1.480694504783643
9,24.342019804790663,5.719815459885505,1.3928214256130187
0,19.301500550989676,6.3200428278359295,1.4585237882124291
1,19.987260159591475,5.871806546337371,1.5249998382431003
2,19.945367559958992,5.5253428539132035,1.519628777497825
3,21.62076445183429,6.482113476499016,1.3907880327402338
4,21.352748827678244,6.261440288765032,1.6231098881283283
5,22.176589393645934,5.232795997241445,1.4121563878706969
6,23.611176219888794,6.344906621307011,1.381132238805911
7,22.849843221753463,5.732973822251045,1.5434238778487193
8,23.80657757556519,6.334340327958709,1.47818872555931
9,24.570561901837518,5.718411566368718,1.3963786679221146
0,19.301500550989676,6.3200428278359295,1.4585237882124291
1,19.987260159591475,5.871806546337371,1.5249998382431003
2,19.945367559958992,5.5253428539132035,1.519628777497825
3,21.55052771290594,6.506571394747779,1.4030343624555592
4,21.352748827678244,6.261440288765032,1.6231098881283283
5,22.025613077249947,5.2524110300038025,1.4220800391201005
6,23.63912808659482,6.345589951306557,1.38351198241239
7,22.880190238790128,5.73259152878979,1.5444265011974792
8,23.719376162760604,6.356008054083638,1.488537915676478
9,24.65693825847375,5.70035915626501,1.3893566048703372
0,19.30672296763962,6.320643025281994,1.45915866322524
1,19.961920886863684,5.895105392131997,1.5350339410866571
2,19.945367559958992,5.5253428539132035,1.519628777497825
3,21.55052771290594,6.506571394747779,1.4030343624555592
4,21.43747795966509,6.208870838364157,1.5845707734735726
5,22.025613077249947,5.2524110300038025,1.4220800391201005
6,23.4795886783666,6.367952574191724,1.3900725633088489
7,22.731704443050344,5.771711298346811,1.568824857359148
8,23.786384968981555,6.331823048859437,1.470042241428177
9,24.293912298032772,5.7053835760876295,1.3871119955917386
0,19.30672296763962,6.320643025281994,1.45915866322524
1,19.961920886863684,5.895105392131997,1.5350339410866571
2,20.109609639524596,5.47400207244198,1.4796728168954927
3,21.57102644562626,6.485845195117133,1.3949149324655894
4,21.43747795966509,6.208870838364157,1.5845707734735726
5,22.025613077249947,5.2524110300038025,1.4220800391201005
6,22.812507784732095,6.5630198002890205,1.4660997343280648
7,22.958928636764508,5.704657568981473,1.529316176416908
8,23.973266171863436,6.303199433021231,1.4599008157823146
9,24.334715936280986,5.71717560341846,1.4000930826480706
0,19.3191029492332,6.304179141874914,1.451193757769297
1,19.961920886863684,5.895105392131997,1.5350339410866571
2,20.109609639524596,5.47400207244198,1.4796728168954927
3,21.3857485376863,6.55653744206155,1.422952658593486
4,21.56636243294798,6.193781884050453,1.5952612425506634
5,22.114055093539392,5.217423399563479,1.4030028953912026
6,22.812507784732095,6.5630198002890205,1.4660997343280648
7,23.054091984202007,5.675005488524429,1.5100105756179392
8,23.973266171863436,6.303199433021231,1.4599008157823146
9,24.334715936280986,5.71717560341846,1.4000930826480706
0,19.207074428665457,6.336466449822317,1.469680925666047
