,0,1,2,3,4,5,6,7,8,9,10,11
0,0.19333347284201619,0.14907823167256193,0.7591858722908849,0.08291223168288284,0.10624956356490096,0.5298457206832492,0.10807037032741461,0.0855064295368981,0.23292448725790546,0.0818113523909057,0.08633246583413327,0.21403290704004146
1,0.19333347284201619,0.14907823167256193,0.7591858722908849,0.08291223168288284,0.10624956356490096,0.5298457206832492,0.10807037032741461,0.0855064295368981,0.23292448725790546,0.0818113523909057,0.08633246583413327,0.21403290704004146
2,0.19333347284201619,0.14907823167256193,0.7591858722908849,0.08291223168288284,0.10624956356490096,0.5298457206832492,0.10807037032741461,0.0855064295368981,0.23292448725790546,0.0818113523909057,0.08633246583413327,0.21403290704004146
3,0.17132340334233412,0.14045403736985407,0.7233295272470394,0.11224553776257051,0.09117896678689524,0.5032170373235878,0.1020082479642505,0.09280825145669469,0.24068118069765806,0.08626777753572076,0.07411652777199162,0.20416082000347216
4,0.1583219999265013,0.13874495542301166,0.699399316852144,0.13136042773448237,0.10632763919396947,0.49098275516489287,0.10557850756604915,0.10792222750259017,0.24153966556944506,0.09601355443608166,0.06448826042600658,0.2069213654903372
5,0.13671512912941697,0.11826816558719329,0.6387479891782903,0.13881570031991552,0.10773002209161033,0.5273453655051205,0.11168355032389062,0.08090996865145657,0.2696540330960867,0.09690960183242575,0.07134682869755439,0.20087465807565427
6,0.13671512912941697,0.11826816558719329,0.6387479891782903,0.13881570031991552,0.10773002209161033,0.5273453655051205,0.11168355032389062,0.08090996865145657,0.2696540330960867,0.09690960183242575,0.07134682869755439,0.20087465807565427
7,0.13671512912941697,0.11826816558719329,0.6387479891782903,0.13881570031991552,0.10773002209161033,0.5273453655051205,0.11168355032389062,0.08090996865145657,0.2696540330960867,0.09690960183242575,0.07134682869755439,0.20087465807565427
8,0.14618733021364905,0.10911926884506862,0.6396927820964895,0.16409925582455945,0.1362088424788353,0.5195512920559232,0.10785867332389067,0.07560922946783824,0.2732754972430114,0.07880527418980995,0.08152580910977095,0.18283642591783772
9,0.14618733021364905,0.10911926884506862,0.6396927820964895,0.16409925582455945,0.1362088424788353,0.5195512920559232,0.10785867332389067,0.07560922946783824,0.2732754972430114,0.07880527418980995,0.08152580910977095,0.18283642591783772
10,0.15827937134935574,0.10112147294195624,0.6336862762394181,0.18303234142610794,0.09710540948052448,0.5042712987323454,0.11998672713987242,0.08268424607426757,0.27720467410849603,0.08112663012699887,0.08427324886647376,0.18091099438314867
11,0.15827937134935574,0.10112147294195624,0.6336862762394181,0.18303234142610794,0.09710540948052448,0.5042712987323454,0.11998672713987242,0.08268424607426757,0.27720467410849603,0.08112663012699887,0.08427324886647376,0.18091099438314867
12,0.18572672951948527,0.08897726435902324,0.6126734976701265,0.21342108744773663,0.10541158326864067,0.5117501264345463,0.14921541332234758,0.07752370747014872,0.26612183676944134,0.08293674242694403,0.07095182033278237,0.20523247474179665
13,0.16369343442174006,0.08719635014748209,0.6403122942807591,0.2223895767290083,0.08225495625219742,0.5022361997519617,0.1306882168583364,0.08294556412004515,0.27024691988473715,0.10084205435551472,0.06772573369357233,0.18972062866361614
14,0.16369343442174006,0.08719635014748209,0.6403122942807591,0.2223895767290083,0.08225495625219742,0.5022361997519617,0.1306882168583364,0.08294556412004515,0.27024691988473715,0.10084205435551472,0.06772573369357233,0.18972062866361614
15,0.16369343442174006,0.08719635014748209,0.6403122942807591,0.2223895767290083,0.08225495625219742,0.5022361997519617,0.1306882168583364,0.08294556412004515,0.27024691988473715,0.10084205435551472,0.06772573369357233,0.18972062866361614
