,X1,X2,X3,Y1,Y2,Y3
0,28.23627617543888,3.187335237291192,225.83612476888945,18.11442917543888,6.4304082000000005,1.674727
1,29.51607968472452,3.409347276534443,213.465896469001,19.62348198472452,6.6205708,1.561526
2,30.29571505193331,2.84483235350251,221.1004836300031,19.664068051933317,5.6232057,1.633069
3,30.767235826209188,3.074613815296208,216.5291435214514,20.27246082620919,6.0031158,1.595697
4,31.62635508834412,3.499159316432176,226.6019795671111,20.31286808834412,7.0633354,1.686697
5,32.72490982594829,3.2377438289698963,211.0941043167308,21.897087825948283,6.2139489,1.542843
6,33.39050544260226,3.0026744322245422,229.01837754128937,21.175557442602265,6.0690494,1.704211
7,33.83406127835616,3.561774078376036,218.9975444867349,22.143295278356163,7.0222859,1.613716
8,34.797340912115544,2.9037685201524583,214.33050966668307,22.932064912115543,5.5895584,1.558245
9,35.560181580861034,3.3245214342203115,222.52020376539133,22.92352858086104,6.6048708,1.64786
0,28.23627617543888,3.187335237291192,225.83612476888945,19.077307831660615,5.195479382740512,0.9920611281900221
1,29.51607968472452,3.409347276534443,213.465896469001,19.97419184107386,6.757064182634378,1.8639040704716343
2,30.29571505193331,2.84483235350251,221.1004836300031,19.676290880909626,6.028455990537118,1.521863736478685
3,30.767235826209188,3.074613815296208,216.5291435214514,19.582017096749038,5.4538836530534995,1.3626004201653128
4,31.62635508834412,3.499159316432176,226.6019795671111,20.929936095481228,7.934484556457152,1.4497136636573482
5,32.72490982594829,3.2377438289698963,211.0941043167308,21.740638152587135,5.790146070977233,1.835066828066314
6,33.39050544260226,3.0026744322245422,229.01837754128937,20.228308470612987,6.300058616801381,1.56581764587578
7,33.83406127835616,3.561774078376036,218.9975444867349,22.385403969047843,6.867339049901228,1.7292260668188963
8,34.797340912115544,2.9037685201524583,214.33050966668307,23.76008443987828,6.18192030769411,1.8871918729797483
9,35.560181580861034,3.3245214342203115,222.52020376539133,23.644544595484454,5.975730131804908,1.6109999262482377
