,X1,X2,X3,Y1,Y2,Y3
0,28.698839083693304,3.461790732791035,214.39299700162016,19.030985083693302,6.745504599999999,1.565018
1,29.240999775568447,2.920137108773777,226.67844466954097,18.662626775568445,5.8876463,1.687668
2,30.188899809551017,3.3170845328423506,222.6897852198166,19.56425380955102,6.6203903,1.650481
3,30.90356814348608,3.190903136865108,210.5315085730767,20.72314714348608,6.1224848000000005,1.539256
4,31.678686863779088,3.061908512880729,224.69023716347047,20.39732386377909,6.1235144,1.669276
5,32.41806657414175,3.580030112118561,219.22843216019876,21.25773057414175,7.0648667000000005,1.61782
6,32.94335641869692,2.8308755650688093,216.84506257853232,21.627292418696925,5.4925758,1.58691
7,34.20155855014393,3.4282483885024337,229.00125431857083,21.71642255014393,6.9651679,1.709692
8,34.63164046215052,3.0170295161317204,212.14180296689216,22.98880446215053,5.7835504,1.545538
9,35.83339082651822,3.2464166521419484,221.8117695812786,23.129356826518222,6.4231294,1.640009
0,28.698839083693304,3.461790732791035,214.39299700162016,19.12865429900256,7.436195156749927,1.5846172602337774
1,29.240999775568447,2.920137108773777,226.67844466954097,18.231781758092275,6.807463146626192,1.289943418952293
2,30.188899809551017,3.3170845328423506,222.6897852198166,18.7983382016725,7.005287197069656,1.6466206447223994
3,30.90356814348608,3.190903136865108,210.5315085730767,19.206120585677716,6.445375541374055,1.6301803500736682
4,31.678686863779088,3.061908512880729,224.69023716347047,21.074600120175838,6.444975153375185,1.5830226305021005
5,32.41806657414175,3.580030112118561,219.22843216019876,22.200899104135992,6.183694227729535,1.4091846648674948
6,32.94335641869692,2.8308755650688093,216.84506257853232,21.34419080242,6.956744478905737,1.6373904741971443
7,34.20155855014393,3.4282483885024337,229.00125431857083,22.55050143834615,6.820729371589453,1.3976949939678713
8,34.63164046215052,3.0170295161317204,212.14180296689216,23.133803659458245,5.788528089457671,1.5782343303791035
9,35.83339082651822,3.2464166521419484,221.8117695812786,22.89255394130399,6.622895013286309,1.9858120169427478
