,X1,X2,X3,Y1,Y2,Y3
0,28.255285853618844,2.909820525382272,223.9452328924384,18.186384853618843,5.8254112000000005,1.662522
1,29.228695241238533,3.5034276386205536,214.69682171546225,19.37107174123853,6.8332737,1.566789
2,30.303814448223054,3.248574227694211,228.50465499579323,19.309488448223057,6.5995689,1.702654
3,30.465143900860397,3.152954339589703,211.6253436538227,20.354019900860397,6.0710294,1.549223
4,31.52162020325516,3.355356696165908,221.27106642133867,20.535652203255164,6.6577127,1.635626
5,32.26863645748679,2.845462738752146,219.32143186209117,21.05702245748679,5.5698409,1.611864
6,33.05308858118619,3.5799771731515486,225.28337737745247,21.28511858118619,7.1996593,1.67577
7,33.918785035846966,2.996940391360671,213.06747155855447,22.490271035846963,5.761035400000001,1.554944
8,34.821785446736534,3.078440966748917,226.86992707161232,22.161024446736537,6.1764826,1.682231
9,35.43902478272097,3.365283068820654,217.5519127766512,23.17992178272097,6.5872728,1.600046
0,28.255285853618844,2.909820525382272,223.9452328924384,17.444643307854125,4.567204473787433,2.02487358348397
1,29.228695241238533,3.5034276386205536,214.69682171546225,19.930954769199474,9.757334565710186,1.9198337980008575
2,30.303814448223054,3.248574227694211,228.50465499579323,18.94375370603782,7.536964603988412,1.985063098009915
3,30.465143900860397,3.152954339589703,211.6253436538227,20.780814055439354,5.475957964903925,1.6429965712179924
4,31.52162020325516,3.355356696165908,221.27106642133867,18.891113729093565,6.108775391402079,1.3727898294102125
5,32.26863645748679,2.845462738752146,219.32143186209117,20.198012386430662,6.211855113902175,1.7176471968638598
6,33.05308858118619,3.5799771731515486,225.28337737745247,21.620413454204787,7.624985122743595,2.2633285198904933
7,33.918785035846966,2.996940391360671,213.06747155855447,23.047178723519483,5.841445486774287,1.2640902312615403
8,34.821785446736534,3.078440966748917,226.86992707161232,21.62084584015277,5.586173848364206,1.55165211384889
9,35.43902478272097,3.365283068820654,217.5519127766512,22.907077741714645,5.644552874718587,1.7372538370430672
