,X1,X2,X3,Y1,Y2,Y3
0,28.34888374271703,3.307831119524538,217.49082802953015,18.62798964271703,6.5032039,1.594222
1,29.447118841508,2.8955768242733333,226.5938942413905,18.798738841508,5.834776,1.688244
2,30.1262628910486,3.4020572537655145,220.75679675214457,19.6396738910486,6.7524606,1.631755
3,30.45870044623999,3.0732782545201847,211.4300402866456,20.351179446239996,5.9082578,1.546668
4,31.4026255045596,3.5289811220728544,225.3885924772044,20.2434315045596,7.1002112,1.671385
5,32.163566391719854,2.8450742771119626,215.0327632671485,21.24818539171985,5.4962536,1.57215
6,33.33926815116965,3.1618216587336487,218.38180278815912,21.82307815116965,6.1998563,1.608069
7,33.68804169977743,3.266209159409982,229.969439486161,21.33298969977744,6.6442027,1.718207
8,34.84916956412647,3.4794758684993927,213.46130297189987,23.099360564126474,6.737914,1.566265
9,35.284660599416654,2.99687293857868,222.31166567778527,22.721229599416656,5.9187362,1.637115
0,28.34888374271703,3.307831119524538,217.49082802953015,18.82225474932345,4.34913640910824,1.3048674466978993
1,29.447118841508,2.8955768242733333,226.5938942413905,18.022449862353497,5.408748127343105,1.5006549379887528
2,30.1262628910486,3.4020572537655145,220.75679675214457,20.205295428127542,5.192817867686602,1.8830763529736625
3,30.45870044623999,3.0732782545201847,211.4300402866456,20.84525693504949,5.723260391385201,1.7132584943238098
4,31.4026255045596,3.5289811220728544,225.3885924772044,19.977126951508023,7.049974054542735,1.489026558593075
5,32.163566391719854,2.8450742771119626,215.0327632671485,21.910025237931237,5.367057025761247,1.592182652010718
6,33.33926815116965,3.1618216587336487,218.38180278815912,22.768220354050083,7.153404686017783,1.7289055596307787
7,33.68804169977743,3.266209159409982,229.969439486161,22.884380094843845,7.496021249198682,1.8620507866912874
8,34.84916956412647,3.4794758684993927,213.46130297189987,21.795429999421014,6.312494497561695,1.6275454015697945
9,35.284660599416654,2.99687293857868,222.31166567778527,23.01594789496505,5.584978130819897,1.7103219819731463
