,0,1,2
0,19.19003449764175,6.788483368469172,1.6538452726428663
1,18.7866815110969,5.9426379330224455,1.7930606501444621
2,19.812188968769604,6.601466473753454,1.6651987591101902
3,20.896143213270914,6.103809472691993,1.5063476619173064
4,20.5233001365171,6.147155743579227,1.683046490585145
5,21.176366082978994,7.18136335781732,1.737319445189359
6,21.856911676857194,5.494692332016821,1.5693175970342461
7,21.859750021346276,7.051482151676904,1.9016985295857667
8,23.24291975003931,5.791934875068917,1.533173834310003
9,23.536657091129552,6.453409757564127,1.6371675990693269
0,0.18375851899789405,0.08278599066938985,0.16957165384894685
1,0.23108876644660475,0.09649514836492926,0.2077670112195024
2,0.2530918118107163,0.10561449952909219,0.16971977994911094
3,0.21390803766146346,0.07503489517548603,0.03987357046775474
4,0.2789504022721952,0.09412984364322839,0.07893703339418129
5,0.175286274370982,0.08736680817381479,0.1496198355854791
6,0.27937609330448476,0.07477834146587539,0.04404223918233265
7,0.25490950738547025,0.12375708952203232,0.29458858161861884
8,0.2012226241109682,0.0772796338846827,0.04784213702350788
9,0.21984199245527894,0.1022530243907172,0.05779458267171225
