,0
0,1.1679416427723477
1,1.3458027523717455
2,1.5029308974381084
3,1.5907117244142626
4,1.1723992611314509
5,1.2472402400293712
6,1.2616543244817862
7,1.4419981026266104
8,1.7322873058452286
9,1.4814736263444748
10,1.496243815097206
11,1.6938251304065841
12,2.167345125806505
13,2.001601094022644
14,1.3111231978508855
15,1.7642008071527593
16,1.645754000253005
17,1.39713746550451
18,1.2057922550519187
19,1.802462391504829
20,2.0687375206202243
21,1.5748076277979008
22,2.150404824216059
23,2.302525428210193
24,2.302525428210193
25,2.262372436095871
26,2.262372436095871
27,1.9137486195613436
28,2.0188786922540816
29,2.2426671153993185
30,1.758313701635078
31,0.9831957996548986
32,1.863228017585563
33,1.2153938607232129
34,0.8966215188556195
35,2.0846177548739924
36,1.7676484354417137
37,1.7334762581269005
38,1.6562942535586291
39,1.602773933167968
40,1.7839119971013677
41,1.3036471043260491
42,1.2508872266886615
43,1.181530606282652
44,0.7703711359142751
45,0.9017514096506171
46,0.821197192515782
47,0.7520343994005407
48,0.6651970545043215
49,1.1392999806285382
50,0.5855871783367276
51,1.308829224789216
52,0.7886330264047426
53,1.2499592982191121
54,1.5210178230300544
55,1.215363496037583
56,1.37009525567534
57,2.1120883212175308
58,2.004325247837575
59,2.0244979836570995
60,1.9060791423590737
61,2.0194006494571553
62,2.196351268416941
63,2.197971671176777
64,2.3085295518996354
65,2.3560964739751227
66,2.3529057037189536
67,2.3702148225721946
68,1.5866687454340913
69,1.4427927470637194
70,1.1387540015239668
71,1.8107626128753322
72,1.6230449284157527
73,2.0370135268345377
74,2.0104916971658464
75,2.0235017178950496
76,0.5492002501677045
77,0.9387079948507315
78,1.5394900624848042
79,0.8682928839096125
80,1.0779276156001292
81,0.7628987952010187
82,1.1421440893179025
83,1.7022447945690822
84,1.9591729777254512
85,2.2990120225573554
86,2.2745514863715712
87,2.342507589939758
88,2.3428001959820786
89,2.2193740879488337
90,2.2193740879488337
91,2.358123308960545
92,2.0539865722200568
93,1.9670878425390421
94,2.026968098452278
95,1.6681902530954367
96,1.1882353816460292
97,1.0788228359008156
98,0.9931455013026357
99,0.8763083560889751
100,1.1923355949549614
101,2.001698897590819
102,1.186498772594537
103,1.0798952046007602
104,1.6999243760262088
105,2.3326651598739723
106,2.3326651598739723
107,2.3122802348063405
108,1.0363654427515505
109,0.8786766370618724
110,1.6265315784820855
111,1.6265315784820855
112,1.5126702991203538
113,1.2587397520957717
114,0.8319746542058303
115,2.142055019181698
116,2.097804670111069
117,2.0101620640027864
118,1.6204705315733177
119,2.029987017429688
120,1.810848311630794
121,1.7172170688748385
122,2.174727084442336
123,2.02053566130798
124,1.793033908635187
125,1.9234765399720788
126,1.9996748321632076
127,1.474147217530202
128,1.4344945806175198
129,1.4344945806175198
130,1.3420045737484103
131,1.3167184219020316
132,1.5496866803826568
133,1.6815228272441105
134,1.6912472775859861
135,0.9599380728353886
136,1.7357212353474032
137,1.9825869362208435
138,2.2502654816630097
139,1.7857432199104464
140,1.3610704237954137
141,1.1377644072519781
142,1.3788524650435385
143,0.7666185218848933
144,1.3889654856630307
145,1.3731684947330864
146,1.6126490807449654
147,1.3113019166279525
148,1.3113019166279525
149,1.5383951105092357
150,2.361229787336981
151,1.7017895005177521
152,0.9187117013819165
153,1.1351797713614893
154,1.145955446503127
155,1.2572889858407523
156,1.2110456686098015
157,1.9732937830188158
158,1.585042743629522
159,1.248686441468008
160,0.7613059534843821
161,0.9799842366805618
162,1.3321060555902549
163,1.137628069162718
164,1.6077294530533544
165,1.8097966908746148
166,0.9731705616734028
167,1.032554974128139
168,1.0993700838288478
169,2.3295407183022077
170,2.3295407183022077
171,2.093571932343376
172,2.3549016695024596
173,1.8650735147781883
174,1.8530671117349635
175,1.716579753810822
176,0.8823695638373441
177,1.3843417590544107
178,0.8196334338024752
179,1.2679409527801562
180,0.8606619400615954
181,0.9238929886361829
182,1.159768683719538
183,2.1708792286745386
184,2.2928296285376657
185,2.2972755246033003
186,1.5458795065714312
187,1.7943948606639923
188,2.2123688289258587
189,2.1780442879278508
190,2.041328079127025
191,1.2576191579148341
192,1.7478203276891304
193,2.1451655923999886
194,1.3244725240980704
195,1.3386905827926643
196,1.327980910645421
197,1.311773769905701
198,1.3299027101635041
199,2.0122591522041846
200,1.1724410982128763
201,1.0687614344299872
202,0.9535842544558938
203,0.6187119456381733
204,1.0939306409303828
205,0.7852050928056191
206,1.1878958259155896
207,1.1878958259155896
208,1.0959846975338263
209,1.345422271179951
210,1.422668642546317
211,1.8316277870501425
212,1.933143708983057
213,1.8989834738779439
214,1.4834493348715871
215,1.2395257679907896
216,1.2815733289979019
217,1.7955233051214718
218,1.7473985379119608
219,1.6667209467698691
220,1.7012621890216755
221,1.9166309575016196
222,1.826594275162043
223,1.587309978857713
224,0.9183830709764287
225,1.4608806024487324
226,0.6274157523842455
227,0.7714283820727972
228,0.5236177159885864
229,0.7272133731530868
230,0.7533674413569946
231,0.7273393322235763
232,1.2576185843984446
233,1.8041899008339235
234,2.358760533160882
235,2.358760533160882
236,2.362503064662274
237,2.362503064662274
238,2.362503064662274
239,1.1735330064629512
240,1.378716680337355
241,1.4516055392349054
242,1.7917352830039142
243,2.0100549655300575
244,2.0438339121131954
245,0.8605863872036115
246,1.4118597765763297
247,0.989877086030956
248,1.4106751145224306
249,0.9103058605469306
250,2.026559364982465
251,1.9609692551071065
252,2.0807375853331207
253,2.1037614480648066
254,1.732003578929206
255,1.6261935449444087
256,1.8473081479866065
257,0.6272492942666006
258,0.5886896686210554
259,0.42872681763282594
260,0.42872681763282594
261,0.42872681763282594
262,1.7143514269637583
263,1.775351385149452
264,1.341937978257739
265,1.4805435011044115
266,1.4503399196066111
267,0.9715413428642834
268,0.977457180564707
269,1.1125617933752772
270,0.8595374701822692
271,1.2648289658762533
272,0.6723884794004433
273,1.3746308602593675
274,1.2105656674493803
275,0.9357787504192602
276,1.673244633747677
277,1.8372302100943652
278,2.27624319621011
279,2.297509287542354
280,2.2617158663458854
281,2.2005187670412574
282,2.3219057251733295
283,2.3219057251733295
284,2.3489071956248653
285,2.2064513141984823
286,2.0165997981660384
287,2.1592604920798952
288,2.065312380182742
289,1.913396811096013
290,1.757177977287463
291,1.401260735942575
292,1.2898002273367004
293,1.8955371132533207
294,1.942293566316894
295,1.336125883189272
296,1.0853688748285513
297,1.4876971960280827
298,1.4765774915635175
299,0.9284562737930403
300,1.3207525886000655
301,2.193307914474217
302,1.9811411098730503
303,1.3461815185221262
304,0.5108248718613141
305,0.9593633223706667
306,0.8623109459256464
307,0.6312026083820481
308,0.7645962112686662
309,1.0190902638763462
310,1.1869477798126726
311,2.017996958138279
312,1.9368883531548735
313,1.0934666472672538
314,1.6740998798064597
315,2.0881498725158187
316,0.7100647071661415
317,0.7100647071661415
318,0.7100647071661415
319,1.0602180748807388
320,1.5778023941647428
321,1.5064945590735979
322,1.3092679263563243
323,1.0373928638114622
324,0.9871209539651813
325,0.8788971481724385
326,1.1048146402956416
327,1.1143606698236865
328,1.8153791415797564
329,1.7529659981628996
330,1.7877814151579299
331,1.9042668903440216
332,2.080974172624263
333,1.960301119861915
334,2.0569867549045693
335,1.9550292700934355
336,1.9550292700934355
337,1.7462272276885462
338,1.857396998578207
339,1.9353162766138465
340,1.9353162766138465
341,2.071318758506173
342,1.4309992470548005
343,1.3774140718251962
344,1.6842443898334376
345,1.9246754027351827
346,1.9145064712589082
347,2.1649005449725895
348,2.335859051890068
349,1.686331736906567
350,1.435505876998218
351,1.4180536684001952
352,1.186705062645141
353,1.8693729434027664
354,2.09933607785318
355,1.9726761335899574
356,2.057665906724301
357,2.2752757142476487
358,2.093978358227378
359,1.5573142634122086
360,0.4845513026207846
361,0.7421083285759565
362,0.7421083285759565
363,0.7918414161297918
364,0.5497356186411781
365,1.4931608782509143
366,1.8021563139435912
367,1.5827132338184275
368,0.6232057358396464
369,1.042236031719078
370,0.8026787176972735
371,1.3481644678373712
372,1.0124444446416478
373,1.6608619889742413
374,0.8496855409331102
375,1.7659962691283697
376,1.9514862523480632
377,0.9793320842573049
378,2.0360763073053394
379,2.0360763073053394
380,2.0366194079465503
381,1.2549116320894385
382,1.098472842536165
383,0.901871098274368
384,1.4232661150542003
385,1.5462714555598682
386,1.3606203393197407
387,1.2026552692496544
388,2.3222666242922445
