,0,1,2
0,19.39115909205282,6.5884896666500925,1.540804592986111
1,18.871290824532124,5.803395043957253,1.6893507302851722
2,19.855941296746966,6.493410359075698,1.651317506826934
3,21.135004803314423,5.951407998839541,1.4429620945667547
4,20.538504909030333,6.020788049946403,1.6191734058264198
5,21.360098737133633,6.973857137897297,1.6134399556213472
6,21.853822941933874,5.38568241361068,1.507995594162642
7,21.88789948208406,6.880128237216763,1.7374692291877492
8,23.35632446698491,5.67155504787263,1.4760198119101036
9,23.565048136050695,6.312703384312355,1.5710652366470794
0,0.22304956333574844,0.14105975135853632,0.1678509531531736
1,0.22106953896757242,0.13631553219237227,0.17877548286612152
2,0.2495049818019107,0.14580547135637104,0.1923790829703412
3,0.2558684757875853,0.126844589300819,0.06359272461750934
4,0.2421822361274294,0.13781109256027674,0.10265920587010868
5,0.22326977947355953,0.16397943035457518,0.16794789613384226
6,0.2325325975183355,0.11575499006775697,0.06508470134327549
7,0.21408812884604797,0.15050800695482505,0.21846876170429583
8,0.19843075865051185,0.1225993591000416,0.06453509456293072
9,0.19460138559524662,0.1392976561808431,0.0681703563916505
