,0
268,3.209503136468978
269,3.0619321406085884
270,3.0841295444140346
271,3.633984069622703
272,3.6648519403150632
273,3.8703752559437468
274,3.9746065394063077
275,3.92057709164643
276,3.5764126599910546
277,3.7060714822053336
278,3.1562922519800405
279,3.367235903710696
280,3.3461467968513317
281,3.409620384241377
282,3.7904997295336345
283,3.3405471812996312
284,3.4550449607582614
285,3.4392222930222074
286,3.5508650846638425
287,3.4813005190781734
288,3.5205039183237226
289,3.1767898126825793
290,3.1767898126825793
291,3.164524281201659
292,3.0265866496051768
293,3.152206138891117
294,3.1539022302414406
295,3.259994890949639
296,3.847808002826274
297,3.847808002826274
298,3.5633221046870145
299,3.3986620035004496
300,3.456752700079228
301,3.4448692092506255
302,3.2897251012937025
303,3.3005978428474188
304,3.5449480924077865
305,3.9061379858851613
306,3.8563766843907463
307,3.7187444884219865
308,3.5290197977366593
309,3.493938159661919
310,3.2363200355253903
311,3.267850787858666
312,3.935680142609855
313,3.935680142609855
314,3.7818933160564683
315,3.6765268584074953
316,3.7324141072883132
317,3.7738803819139792
318,3.68967016640143
319,3.7571410555314513
320,3.685991270450834
321,3.685991270450834
322,3.5402813162574613
323,3.6178597826242296
324,3.6722347988002584
325,3.6722347988002584
326,3.7671424691394635
327,3.3203033213605258
328,3.3203033213605258
329,3.3203033213605258
330,3.436733347776552
331,3.743189649954725
332,3.6689301967300962
333,3.6689301967300962
334,3.6002961532966524
335,3.6002961532966524
336,3.2059449417595314
337,3.115929290919
338,3.1218948151115247
339,3.2823717788471516
340,3.193983684247282
341,3.2532927590421385
342,3.996596740156196
343,3.996596740156196
344,3.9712935111869427
345,3.596789029467778
346,3.681073506313144
347,3.327294612690263
348,3.2886205526886427
349,3.1343809659885804
350,3.1343809659885804
351,3.046184569732108
352,3.081004896087577
353,3.724526308814715
354,3.582341267223619
355,3.472832206059809
356,3.41269185173576
357,3.340179036927827
358,3.168728441884708
359,3.1057075581097546
360,3.6657491756349
361,3.7936364249112517
362,3.923078343424009
363,3.879432885071618
364,3.8933028344627396
365,3.8933028344627396
366,3.893681830609721
367,3.348176609966937
368,3.2390077120129943
369,3.1018115868181346
370,3.4656607289846826
371,3.5514985030035127
372,3.421944139781134
373,3.311710145616304
374,3.5901403339346527
375,3.646310199764806
376,3.4871763389999337
377,3.7726771934757197
378,3.8017288505931246
379,3.842218388354788
380,3.7669649346923197
381,3.7484025932312015
382,3.1297526115176684
383,3.42399951108544
384,3.42399951108544
385,3.7247671120447965
386,3.880735687336033
387,3.404398959890211
388,3.458240728575508
389,3.725476889206928
390,3.712221557730666
391,3.4750904900087654
392,3.6124210288775678
393,3.4229648216929305
394,3.5791299642546903
395,3.5791299642546903
396,3.5746441503252155
397,3.9954354424502294
398,3.9954354424502294
399,3.9954354424502294
400,3.2884970756497673
401,3.6824477475841406
402,3.468097745805448
403,3.4680899706112336
404,3.794678966112584
405,3.763654069137581
406,3.795584614206812
407,3.795584614206812
408,3.753953079519497
409,3.413722060051971
410,3.49720896403885
411,3.373009906279175
412,3.3663768009971826
413,3.394365394422369
414,3.2218364943765128
415,3.2218364943765128
416,3.500763571866357
417,3.6684930272022775
418,3.769872545649584
419,3.732390719604538
420,3.781846796817468
421,3.471192644487125
422,3.7011719238772107
423,3.657722870913368
424,3.6444236331373245
425,3.8226060758757123
426,3.8945895866165245
427,3.0714551890706003
428,3.0714551890706003
429,3.9227967032941153
430,3.8840549625411396
431,3.2256927326277705
432,3.280738216669341
433,3.432551633933561
434,3.2413327230077194
435,3.4783099632651044
436,3.8678157090349647
437,3.9783567507441093
438,3.9062311397086313
439,3.8984636888277766
440,3.8984636888277766
441,3.8984636888277766
442,3.573345189743641
443,3.7160091621631897
444,3.5948755782910125
445,3.330519605962302
446,3.2442989803331055
447,3.3930469718191283
448,3.0657771528262403
449,3.467100681078244
450,3.042299403909628
451,3.0720293290281373
452,3.232423835034286
453,3.2183135790473862
454,3.6029027996195095
455,3.0487375107474235
456,3.0487375107474235
457,3.6049055258787432
458,3.564899335751999
459,3.7678916072605766
460,3.564959038976161
461,3.2740092441851325
462,3.530949949883407
463,3.5132180420873698
464,3.0170997230410626
465,3.0170997230410626
466,3.5512377868631813
467,3.304940587176649
468,3.304940587176649
469,3.308265009663101
470,3.1713785624719724
471,3.1713785624719724
472,3.8156458509635174
473,3.1575026039567455
474,3.1052675067693487
475,3.403355079361644
476,3.126327207172566
477,3.73758145716403
478,3.864356058637679
479,3.553356917504803
480,3.0707460701453706
481,3.0707460701453706
482,3.1318404716535473
483,3.9172629462974453
484,3.94555940455366
485,3.953117494834857
486,3.3826227708271674
487,3.4189248883807455
488,3.9725065629730416
489,3.9725065629730416
490,3.244006746695341
491,3.244006746695341
492,3.325619971353222
493,3.3579216302888204
494,3.4198697561822264
495,3.2080945924635085
496,3.174112011404469
497,3.1138298105883546
498,3.2631628953236107
499,3.1494523080781547
500,3.704735551786654
501,3.7397463864406917
502,3.5512201583734258
503,3.610523525567778
504,3.7480903090000868
505,3.7480903090000868
506,3.667776177099119
507,3.1312384570449594
508,3.07221173081039
509,3.208400547587625
510,3.253177232314557
511,3.0363332457726773
512,3.178157389363658
513,3.885314399182113
514,3.5847010702844035
515,3.8798416467992847
516,3.3021770117801568
517,3.569170420259333
518,3.901032500872322
519,3.428769015988905
520,3.1130034620917097
521,3.2367286340365955
522,3.538628384457438
523,3.158710938657879
524,3.3744653079192504
525,3.6561967723372217
526,3.6414983246677464
527,3.623076268972011
528,3.375761114673105
529,3.0955106479694456
530,3.12819601095002
531,3.933104427772133
532,3.933104427772133
533,3.6621594389026315
534,3.5936608123117497
535,3.7788658443875534
536,3.5730024571450705
537,3.56974209394897
538,3.557116639404914
539,3.5496515171011076
540,3.695658682265861
541,3.639638419440377
542,3.6299541687385415
543,3.3306732214997368
544,3.2863203124096274
545,3.470414266639917
546,3.3097375030605574
547,3.285597547890948
548,3.2473960540878193
549,3.056646632802104
550,3.056646632802104
551,3.056646632802104
552,3.4165064854888985
553,3.4023483356384054
554,3.4640458452799483
555,3.442639306490785
556,3.261772163798042
557,3.244337760813965
558,3.2025304124050646
559,3.0356732376852933
560,3.4516507751895382
561,3.4516507751895382
562,3.266407685758388
563,3.376720336794533
564,3.7356660621378506
565,3.930236364257146
566,3.469761033143054
567,3.792892926726741
568,3.7083023411968608
569,3.39253687189696
570,3.6798288607650873
571,3.595296449548893
572,3.326486167996465
573,3.539081552790949
574,3.951373297947243
575,3.8749562848885692
576,3.6499136204539404
577,3.4029146451704073
578,3.325940156411793
579,3.104325610071697
580,3.174355866923827
581,3.2492263200803877
582,3.3376987418067605
583,3.5000129358121206
584,3.5359136213520914
585,3.5967800144195885
586,3.4614111343820118
587,3.4756574443272923
588,3.4823085488398293
589,3.4397586235944226
590,3.476590809216007
591,3.4747796150682295
592,3.630220335427779
593,3.6357283285813704
594,3.61348850628106
595,3.6033868462998595
596,3.8220945961828368
597,3.921841172533662
598,3.657498403218855
599,3.6501104981006427
