,0,1,2
0,0.004236221247740693,0.00374398657515845,0.02511006117727345
1,0.0018010359887240882,0.0016388692366515877,0.0010539358965076804
2,0.0022376796843061398,0.0017887260489634431,0.007088418904587507
3,0.00377673433336187,0.003202816642978543,0.01558056745663334
4,0.00323041618078278,0.002429840287882775,0.02007515834494186
5,0.0022921053673519843,0.0013706207432825095,0.000691885603325794
6,0.0018275230416598203,0.0020549271646008735,0.017275546427497603
7,0.0035619238250356763,0.0014231251909924475,0.000839157390639973
8,0.00315501657337505,0.0023332420582620472,0.0007987049323984274
9,0.0019292086703667397,0.001201029401034125,0.0009299101471349805
0,0.002591524252333939,0.003059961378703789,0.023893868993092173
1,0.001755235360060607,0.0011485260063698781,0.0007973254026144573
2,0.0022376796843061398,0.0017887260489634431,0.007088418904587507
3,0.00377673433336187,0.003202816642978543,0.01558056745663334
4,0.003232663779596508,0.003675970811898322,0.02907578181019521
5,0.0032450045229341883,0.0016089312514787131,0.0007586843125798017
6,0.0020383434268125764,0.0018590299676378818,0.018689328751623227
7,0.002971892785382868,0.001186600180039653,0.0006947508116943898
8,0.0037287368041406845,0.0032143860430753554,0.0012353369116180617
9,0.0015720942516265013,0.001153260167587684,0.0009151337105541133
0,0.003025583424872673,0.0033241060614747284,0.026114053141601937
1,0.0021493932637857583,0.0015271603869566105,0.0009434689931426724
2,0.0028984313083152114,0.0016306587472701907,0.007821017082153568
3,0.00377673433336187,0.003202816642978543,0.01558056745663334
4,0.0036635750118377665,0.003716689960646726,0.030038476457298343
5,0.0018326680301588697,0.0010118934272098231,0.0005347942800439536
6,0.0019166037411070234,0.002124891437903532,0.02098875411400089
7,0.0026744805604513983,0.001169941693438317,0.0007129212955635837
8,0.0042532371185258246,0.0023759779269270855,0.0008138681213824801
9,0.002390065217535775,0.0013455288387714006,0.0010345413482614513
0,0.002070904473927666,0.002701173940302871,0.02127260208358378
1,0.0023621785456636782,0.0015311336883168318,0.0010133875905898734
2,0.002731852322523102,0.001464883661191243,0.008328100631540374
3,0.00377673433336187,0.003202816642978543,0.01558056745663334
4,0.0024345709598245823,0.0026581316160602933,0.013297066979118402
5,0.0018326680301588697,0.0010118934272098231,0.0005347942800439536
6,0.0018271081294790258,0.002338500711290614,0.020612313565944267
7,0.002387064533178478,0.0011598479293319038,0.00067551554432095
8,0.004246333845891658,0.0023695011446253533,0.0007909855647430358
9,0.002390065217535775,0.0013455288387714006,0.0010345413482614513
0,0.001740530594981746,0.002198799690072438,0.016030826698864374
1,0.00219855790244811,0.0015526578367736673,0.0010242932255437123
2,0.002611131435467811,0.0014409422731911138,0.008016310404197506
3,0.0032039590415411595,0.0031261472006601757,0.014325217120308953
4,0.001949159705738876,0.002113284280347321,0.015351520460462464
5,0.001561474906907715,0.0010350431610228396,0.0005290316828911928
6,0.0018936147660927206,0.0024517259403009336,0.01968659297397134
7,0.0022614778401746556,0.0013147113950546304,0.000786323029829657
8,0.004133829464899879,0.0022627072634508094,0.0007534163404784795
9,0.002390065217535775,0.0013455288387714006,0.0010345413482614513
0,0.001772414023932549,0.0022871889214189775,0.01630058346075441
1,0.002610508889986203,0.0015669191274887647,0.001057273421447266
2,0.002611131435467811,0.0014409422731911138,0.008016310404197506
3,0.002620050254097077,0.0022935828816001056,0.013411050458819714
4,0.0018789297722965985,0.00183677435833696,0.014631365908501847
5,0.002524277223003809,0.0013574777075350845,0.0007567098385869018
6,0.0018936147660927206,0.0024517259403009336,0.01968659297397134
7,0.0019628295440246232,0.001322092344138257,0.0007671142316426819
8,0.0038763744480315616,0.001999275390564393,0.0006869982278225249
9,0.002390065217535775,0.0013455288387714006,0.0010345413482614513
0,0.0017857597309550038,0.002198406375576184,0.014499334203765585
1,0.002524845733496957,0.0016998696300926258,0.0010809406585388984
2,0.0022671449869107597,0.0015970283507537215,0.00500931692205499
3,0.002620050254097077,0.0022935828816001056,0.013411050458819714
4,0.0020103158180332396,0.0017701982610018449,0.015316579893913286
5,0.002524277223003809,0.0013574777075350845,0.0007567098385869018
6,0.0018936147660927206,0.0024517259403009336,0.01968659297397134
7,0.002147470063718395,0.001387782508625716,0.0007965476324472966
8,0.0026324303494994,0.002529994962573657,0.0010606709282411598
9,0.002390065217535775,0.0013455288387714006,0.0010345413482614513
0,0.0017098428427286703,0.002223177222675757,0.01453208914247714
1,0.0018611596545014418,0.0016082662435884056,0.000982767410665971
2,0.0019316841363582484,0.0013732795536802937,0.0075652557197928745
3,0.0015809602128076163,0.0018661369124213496,0.006319578692800761
4,0.0018627533993855947,0.001960843181895259,0.014272403552985136
5,0.0027182264974905256,0.001451675909684105,0.0007671394229175818
6,0.0018936147660927206,0.0024517259403009336,0.01968659297397134
7,0.0038952340266339377,0.003305972541280062,0.001765080963929482
8,0.0026324303494994,0.002529994962573657,0.0010606709282411598
9,0.002462889762950638,0.0016839257314384285,0.0011527562614325544
0,0.0017098428427286703,0.002223177222675757,0.01453208914247714
1,0.001763278189010923,0.0013768608732507275,0.0008955033942998245
2,0.0019316841363582484,0.0013732795536802937,0.0075652557197928745
3,0.0015809602128076163,0.0018661369124213496,0.006319578692800761
4,0.0018627533993855947,0.001960843181895259,0.014272403552985136
5,0.002522974777892114,0.0013823269846825964,0.0007094177272621769
6,0.0019815496131655405,0.002543402100936263,0.01974235129924407
7,0.0038952340266339377,0.003305972541280062,0.001765080963929482
8,0.0026324303494994,0.002529994962573657,0.0010606709282411598
9,0.002462889762950638,0.0016839257314384285,0.0011527562614325544
0,0.0021015247917464423,0.0020825196599322795,0.01578469314613479
1,0.002093245222043037,0.0015388806481268472,0.0009794135939018374
2,0.0019316841363582484,0.0013732795536802937,0.0075652557197928745
