,X1,X2,X3,Y1,Y2,Y3
0,28.247707134449858,3.346100287348841,221.67009539230128,18.354208534449857,6.6653705,1.630994
1,29.345318741489702,3.0809530750265743,211.33004502385825,19.5831758414897,5.9324771,1.544212
2,29.939205935944024,2.898764493992776,225.68155755734543,19.176102935944023,5.820232300000001,1.678105
3,30.84870395696866,3.5221296286597186,217.4222156850976,20.33183895696866,6.919635199999999,1.597002
4,31.7113669777304,3.233094489966429,228.8441862652123,20.1997659777304,6.5594198,1.710082
5,32.52780504931212,2.8254873484945686,215.515245087809,21.447302049312125,5.4622823,1.573935
6,33.272318614662005,3.4835473434267774,226.7966145827099,21.312864614662004,7.0329571,1.689067
7,33.879989563892565,3.005787504398371,219.7544379050133,22.044778563892567,5.9019059,1.617899
8,35.18494531570842,3.373326504893333,212.27435071435767,23.37014831570842,6.498581300000001,1.555082
9,35.40981065407854,3.130183455190544,223.5619642164352,22.73633565407854,6.2166613,1.650518
0,28.247707134449858,3.346100287348841,221.67009539230128,18.974652625270856,6.636829568169658,1.8314100836375122
1,29.345318741489702,3.0809530750265743,211.33004502385825,20.023129878602226,5.320667671715983,1.1519681849752437
2,29.939205935944024,2.898764493992776,225.68155755734543,20.499376866791877,4.712307780978438,1.9657375761510032
3,30.84870395696866,3.5221296286597186,217.4222156850976,20.998279616050283,7.552596660936896,1.574945230872799
4,31.7113669777304,3.233094489966429,228.8441862652123,19.052883821701712,6.351378474356919,1.8616249984892141
5,32.52780504931212,2.8254873484945686,215.515245087809,21.908760833539098,6.636206527086829,1.7931246785845698
6,33.272318614662005,3.4835473434267774,226.7966145827099,20.833969409299012,7.57609887538042,1.4849647782372877
7,33.879989563892565,3.005787504398371,219.7544379050133,22.349457729311602,4.692271739887915,1.4089333663093557
8,35.18494531570842,3.373326504893333,212.27435071435767,21.01739558875769,6.949615861862059,1.995525459881641
9,35.40981065407854,3.130183455190544,223.5619642164352,22.72120699392587,7.0885584972852005,1.9937986646530392
